rule_name,link_number,link,rulebook_page,rule_description
Types of Alliance,682,https://tow.whfb.app/warhammer-armies/types-of-alliance,"Rulebook, p. 281","The vast majority of alliances between an army and an allied contingent are made between trusted allies. As such, most allied contingents follow the rules already given. However, sometimes an allied contingent may be noted as being Uneasy or even Suspicious. In such cases, the allied contingent represents an alliance between two forces that might not usually be on the best of terms."
Uneasy Allied Contingents,683,https://tow.whfb.app/warhammer-armies/uneasy-allied-contingents,"Rulebook, p. 281","Sometimes alliances are formed between forces that, whilst not openly hostile to one another, could hardly be described as firm friends. Neither party has any reason not to trust the other – they just can't quite bring themselves to do so.An allied contingent that is noted as being Uneasy follows all the normal rules for an allied contingent. In addition:All units belonging to an Uneasy allied contingent are considered to have the Levies special rule by all units belonging to the main army.Units belonging to an Uneasy allied contingent are not considered to be 'friendly' by Wizards belonging to the main army for the purposes of spell targeting, and vice versa."
Suspicious Allied Contingents,684,https://tow.whfb.app/warhammer-armies/suspicious-allied-contingents,"Rulebook, p. 281","In rare cases, an alliance of necessity might be formed between two forces that are openly hostile to one another. They might not be warring at present, but they certainly have been in the past and, once the current threat is dealt with, could quickly start warring again.An allied contingent that is noted as being Suspicious follows all the rules given previously for an Uneasy allied contingent. In addition:Should a unit belonging to a Suspicious allied contingent flee through a unit belonging to the main army, or vice versa, it must make Peril tests, exactly as if it had fled through an enemy unit.Units belonging to a Suspicious allied contingent suffer a -1 modifier to their Leadership characteristic whilst within 6"" of a unit belonging to the main army, and vice versa."
Regimental Units & Detachments,685,https://tow.whfb.app/warhammer-armies/regimental-units-and-detachments,"Rulebook, p. 282","Some armies of the Old World are particularly well-drilled, their units acting in support of one another with a discipline that shames their more chaotic and unruly foes. It is not uncommon to see large and imposing units flanked by smaller detachments. These detachments can prove invaluable by guarding the vulnerable flanks of their parent units, firing in their defence and, in some cases, counter-charging to disrupt the enemy."
Using Regiments & Detachments,686,https://tow.whfb.app/warhammer-armies/using-regiments-and-detachments,"Rulebook, p. 282","In some army lists, certain units will have the option to be accompanied by up to two smaller support units known as 'detachments'. Such units are known as 'regimental units' and are marked by having the 'Regimental Unit' special rule. Units that can be taken as detachments are marked by having the 'Detachment' special rule.In some cases, a model may have both special rules. This simply means that a unit consisting entirely of such models can be either a detachment or a regimental unit. It cannot be both, however, and you must ensure it is clear when writing your muster list which rule the unit will use (if either). You should also ensure this is made clear to your opponent during deployment."
Creating a Regimental Unit,687,https://tow.whfb.app/warhammer-armies/creating-a-regimental-unit,"Rulebook, p. 282","Creating a regimental unit is simple – when writing your muster list, simply create a unit with the 'Regimental Unit' special rule as you normally would and make a note of the detachments that accompany that unit. A regimental unit can be accompanied by up to two detachments."
Creating a Detachment,688,https://tow.whfb.app/warhammer-armies/creating-a-detachment,"Rulebook, p. 282","To create a detachment, simply choose a unit with the 'Detachment' special rule and create a unit as follows:A detachment can range in size from a minimum of five models to a maximum of half the number of models in the regimental unit it accompanies (rounding down).The models in a detachment can purchase any optional upgrades listed as normal.A detachment cannot include a command group or any command models.A detachment must accompany a regimental unit. This means that every detachment included in your army must be assigned to a regimental unit and a note made of this on your muster list. A detachment cannot be assigned to more than one regimental unit.Detachments are normal units in all regards that benefit from additional rules. With the exception of these special rules, detachments are completely separate and independent from their regimental unit (i.e., spells, magic items and special rules affecting the regimental unit do not affect its detachments unless specifically stated otherwise)."
Detachment Special Rules,689,https://tow.whfb.app/warhammer-armies/detachment-special-rules,"Rulebook, p. 283","Detachments follow a number of special rules, representing the specialised way in which they function alongside their regimental units:Regimental DeploymentRegimental LeadershipRegimental PsychologySupporting Actions"
Regimental Deployment,690,https://tow.whfb.app/warhammer-armies/regimental-deployment,"Rulebook, p. 283","Detachments must be deployed at the same time as the regimental unit they are assigned to, and must be deployed within 3"" of that unit. If the regimental unit is held in reserve as reinforcements, its detachment(s) will as well and will arrive with it."
Regimental Leadership,691,https://tow.whfb.app/warhammer-armies/regimental-leadership,"Rulebook, p. 283","In battle, regimental units provide leadership to their detachments. Unless the regimental unit is fleeing, a detachment may use the Leadership characteristic of its regimental unit whilst it is within 3"" of that unit. Note that if the detachment's Leadership characteristic is higher, it may use its own Leadership instead."
Regimental Psychology,692,https://tow.whfb.app/warhammer-armies/regimental-psychology,"Rulebook, p. 283","Detachments fight so closely alongside their regimental units that they are affected by the same battlefield psychology. If a regimental unit has any of the special rules listed below, it confers those special rules onto its detachments whilst they are within 3"" of it:FrenzyHatred (X)Immune to PsychologyStubborn"
Supporting Actions,693,https://tow.whfb.app/warhammer-armies/supporting-actions,"Rulebook, p. 283","Detachments are trained to support their regimental unit in battle. When an enemy unit declares a charge against a regimental unit, and if that regimental unit does not Flee as a charge reaction, each of its detachments that is within 3"" of it, not engaged in combat and not fleeing can declare a Supporting Action.A detachment can only attempt a single Supporting Action per turn:Supporting FireSupporting Charge"
Supporting Charge,694,https://tow.whfb.app/warhammer-armies/supporting-charge,"Rulebook, p. 283","Any detachment that is able to make a Supporting Action may declare that it will make a 'Supporting Charge'. At the end of the Charge Moves sub-phase, a detachment that declared a Supporting Charge and that is not engaged in combat or fleeing makes an out-of-sequence charge against one enemy unit that charged into contact with its regimental unit during this turn."
Supporting Fire,695,https://tow.whfb.app/warhammer-armies/supporting-fire,"Rulebook, p. 283","A detachment armed with missile weapons may declare that it will offer 'Supporting Fire'. A detachment that does so immediately attempts to make a Stand & Shoot charge reaction, as if it were the charge target. If the detachment is unable to Stand & Shoot (for example, if the enemy unit is too close), it will stand idly by – it cannot declare another Supporting Action."
Warhammer Battles,696,https://tow.whfb.app/warhammer-battles,"Rulebook, p. 284","Two armies, met by chance or by design, must now battle for supremacy! Who knows what grim deeds have brought them to this bloody ground? Whether they fight for glory, vengeance, justice or the simple act of slaughter matters not. When the sun falls upon the field, the carnage will begin, and only the routing of the foe or the fall of night will bring it to an end."
Prepare for Battle,697,https://tow.whfb.app/warhammer-battles/prepare-for-battle,"Rulebook, p. 284","Not all battles are the same – quite the opposite in fact – and the rules given in the following sections attempt to reflect this. This section is broken down into three parts, each covering the three main ways in which games of Warhammer: the Old World can be played. These are:Pitched BattlesThe most straightforward type of game. Two (or more) players decide to play a game, agree a points value for their armies and select a pitched battle scenario to play. Pitched battles allow for wellbalanced armies to meet and determine a victor with the minimum amount of fuss.You will find six pitched battle scenarios. Each of these differs in terms of how armies are deployed and offers different objectives. By using these simple scenarios, you are assured a fun and balanced game that can be set up quickly and easily.Campaign BattlesLinking games together, either by following an unfolding narrative or simply to find the most successful general within a group, is a great way to experience Warhammer: the Old World. Campaign battles often require more preparation and commitment from the players, but the rewards are worth the effort.You will find simple rules and guidelines for linking your games together into a campaign. Future supplements will present far more in-depth campaign rules, from simple ladder campaigns, to map based campaigns and even unfolding quests and campaigns of conquest in which armies battle to complete objectives and earn rewards.Narrative BattlesThis is a very broad category, often also described as 'open play'. Each of the pitched battle scenarios includes rules for playing a historical recreation of a famous battle from the Warhammer world. These introduce the simplest form of narrative battle – one that recreates history. The challenge of such battles is to see if you could have led your forces to a different outcome than your imagined counterpart did in the history books of this fantasy realm.You will find guidance on taking your narrative games further. This includes suggestions for plots and objectives, as well as more explanation of the role a 'games master' can play and how their presence can enhance the experience for everyone involved."
Setting up your Battlefield,698,https://tow.whfb.app/warhammer-battles/setting-up-your-battlefield,"Rulebook, p. 285","With your armies selected and the type of game you want to play decided, the next thing you will need to do is to set up a suitable battlefield using the terrain in your collection."
Size of Battlefield,699,https://tow.whfb.app/warhammer-battles/size-of-battlefield,"Rulebook, p. 285","For the average game of between 2,000 and 3,000 points, a battlefield measuring 48""x72"" upon a flat, stable surface is normal. However, players may find the size of their battlefield limited by the space available. If you are unable to set up a battlefield measuring 48""x72"", refer to the table below for the minimum recommended size at different points values:Size of GameMinimum Size of BattlefieldUp to 1,000 points30""x44""1,001 to 3,000 points44""x60""3,001 points and above44""x90"""
Placing Terrain (Warhammer Battles),700,https://tow.whfb.app/warhammer-battles/placing-terrain-warhammer-battles,"Rulebook, p. 285","The placement of terrain is described in Battlefield Terrain section For most games these guidelines are ideal. In addition, some scenarios might describe certain terrain features to include and give instructions for placing such features."
Deployment,701,https://tow.whfb.app/warhammer-battles/deployment,"Rulebook, p. 285","All scenarios include a map showing deployment zones and include instructions for the deployment of armies. These instructions might describe a unique method, but most often they will instruct players to follow the alternating units method. Some scenarios may also instruct players to keep a portion of their army in reserve."
Alternating Units,702,https://tow.whfb.app/warhammer-battles/alternating-units,"Rulebook, p. 285","If a scenario calls upon players to alternate deployment of units, the winner of a roll-off can choose which player will deploy the first unit. Players then take turns, each deploying a single, non-character unit within their deployment zone, saving characters until last.All of the war machines in your army must be deployed at the same time, but can be placed at different locations within your deployment zone. All of the characters in your army are deployed last, and all at the same time, but can be placed at different locations within your deployment zone."
Reserves,703,https://tow.whfb.app/warhammer-battles/reserves,"Rulebook, p. 285","Some scenarios call for units to enter play as reserves. These units use the rules for reinforcements. The following additional caveats also apply:Units that are not normally allowed to move (for example, if they contain models with a Movement characteristic of 0) are placed touching the battlefield edge.Characters can choose to either enter the battle on their own or as part of a unit they have joined. If dice are used to determine when and where reserves enter, state if a character is joining a unit before making any rolls. If so, make a single roll for both character and unit."
First Turn,704,https://tow.whfb.app/warhammer-battles/first-turn,"Rulebook, p. 286","How to determine which player takes the first turn is detailed in each scenario. In most scenarios, the winner of a roll-off chooses who takes the first turn."
Game Length (Warhammer Battles),705,https://tow.whfb.app/warhammer-battles/game-length-warhammer-battles,"Rulebook, p. 286","Most games last for six rounds. Some last a variable number of rounds – where this is the case, the details will be given in the scenario."
Conceding,706,https://tow.whfb.app/warhammer-battles/conceding,"Rulebook, p. 286","If one player concedes the battle, the game ends and victory goes to their opponent, who is awarded all of the available Victory Points."
Time Limit,707,https://tow.whfb.app/warhammer-battles/time-limit,"Rulebook, p. 286","A game of Warhammer: the Old World can take several hours, not including time spent in conversation and making cups of tea. To manage this, some players set a time limit. Once this is reached, the active player finishes the current phase of their turn and the game ends."
Victory Points,708,https://tow.whfb.app/warhammer-battles/victory-points,"Rulebook, p. 286","Most scenarios use 'Victory Points' to determine the winner. In order to win, one player must score at least 100 Victory Points more than their opponent – if one player scores twice as many Victory Points as their opponent, that player has achieved a crushing victory! Any other result is a draw. Victory Points are won in several ways:Dead or FledThe King is DeadTrophies of WarScenario ObjectivesSpecial Features"
Dead or Fled,709,https://tow.whfb.app/warhammer-battles/dead-or-fled,"Rulebook, p. 286","The most usual way to win Victory Points is by destroying, routing or significantly reducing the fighting strength of enemy units:Each enemy unit that has been destroyed or that has fled off the battlefield is worth a number of Victory Points equal to 100% of its points cost.Each enemy unit that is fleeing at the end of the battle is worth a number of Victory Points equal to 50% of its points cost (rounding fractions up). For example, a unit that cost your opponent 351 points to field would be worth 176 Victory Points to you if it is fleeing when the battle ends.Each enemy unit that has been reduced to less than 25% of its starting Unit Strength at the end of the battle is worth a number of Victory Points equal to 25% of its points cost (rounding fractions up)."
The King is Dead,710,https://tow.whfb.app/warhammer-battles/the-king-is-dead,"Rulebook, p. 286","If the enemy General is slain, has fled off the battlefield or is fleeing when the game ends, you win a bonus of 100 Victory Points."
Trophies of War (Warhammer Battles),711,https://tow.whfb.app/warhammer-battles/trophies-of-war-warhammer-battles,"Rulebook, p. 286","You win a bonus of 50 Victory Points for every enemy standard claimed as a trophy. Additionally, if the enemy Battle Standard Bearer is slain, has fled off the battlefield or is fleeing when the game ends, you win another bonus of 50 Victory Points."
Scenario Objectives,712,https://tow.whfb.app/warhammer-battles/scenario-objectives,"Rulebook, p. 286","Some scenario special rules give special objectives to complete. Should you do so, you win a Victory Points bonus, as described in the scenario."
Special Features (Warhammer Battles),713,https://tow.whfb.app/warhammer-battles/special-features-warhammer-battles,"Rulebook, p. 286","If the players have agreed to the inclusion of a special feature, or if the scenario specifies one must be included, the player that controls it at the end of the battle will win a Victory Points bonus, as described in the feature's special rules and/or as described in the scenario."
Pitched Battles,714,https://tow.whfb.app/warhammer-battles/pitched-battles,"Rulebook, p. 287","The pitched battle scenarios presented in the following sections are designed for armies of roughly the same size. In each scenario, the situation in which the armies clash gives neither side a particular advantage as they are each designed to give both sides an equal chance of winning and have few, if any, scenario special rules."
Historical Recreation,715,https://tow.whfb.app/warhammer-battles/historical-recreation,"Rulebook, p. 287","As mentioned previously, each pitched battle scenario includes guidance to recreate the historical battle that inspired it. In addition, the introduction to each scenario gives a brief description of the battle, telling why it was fought and the outcome. Here you will learn which armies to use along with suggestions of certain models or units to include in order to represent historical figures or famous regiments. They may also specify certain terrain features to include, or present special rules to use, the better to reflect the unique circumstances of that battle.These rules are intended for players who want to explore a more narrative style of play and should be treated as ideas to explore freely, rather than as strict rules which must be adhered to. The challenge of such games is simple – were you the general on that fateful day, would the history books record a different outcome?"
Choosing a Pitched Battle Scenario,716,https://tow.whfb.app/warhammer-battles/choosing-a-pitched-battle-scenario,"Rulebook, p. 287","There are two methods players can use to decide a pitched battle scenario prior to a game. The first method is for the players to simply discuss the matter and agree which scenario to use. This gives the maximum amount of choice and ensures that you don't end up with a scenario that neither player particularly wants to play.The second method is to choose randomly, by rolling a D6 and consulting the Pitched Battle table shown below:D6Scenario1Open Battle2Break Point3Flank Attack4Meeting Engagement5Mountain Pass6Command & Control"
Open Battle,717,https://tow.whfb.app/warhammer-battles/open-battle,"Rulebook, p. 288","In the Warhammer world, disputes are settled upon the bloody field of battle. In ideal circumstances, armies will form up across a wide open plain, awaiting the dawn light for the commencement of hostilities. As dusk draws in, one side will often stand victorious, though it is not uncommon for a close fought battle to result in both sides retreating into the gloom to count their losses.This scenario represents a classic battle fought between two rival armies meeting at an ideal location for a day of fighting.Set-upPlace terrain as described.DeploymentOnce the battlefield has been set up, the winner of a roll-off chooses which player will deploy the first unit. The winner of this roll-off must also choose their deployment zone (A or B), as shown on the map opposite. Players deploy their armies using the alternating units method.First TurnOnce deployment is complete, the winner of a roll-off takes the first turn. The player that finished deploying their army first adds +1 to their roll.Game LengthBefore the game begins, players can choose to play a 'fixed' length game or a 'random' length game:Fixed Game Length: The battle will last for six rounds, until one side concedes, or until the time limit agreed by the players is reached.Random Game Length: The battle will last a random number of rounds or until one side concedes. Starting at the end of the fifth round, roll a D6 at the end of each round. Add the round number to the dice roll. If the total is 10 or more, the battle ends immediately. If the total is less than 10 then the battle continues for at least one more round.Scenario Special RulesThis scenario has no special rules.Victory!Once the battle has ended, use Victory Points to determine which player is the winner.Historical RecreationThe Battle of L'Anguille Plain was fought between a vast horde of Orcs and the glittering splendour of the knights of Bretonnia. Both sides were led by mighty warlords – the Orcs by Warboss Durgath Spine Cracker and the Bretonnians by King Louen Orc-Slayer. To reflect this, each army should be led by an appropriate character acting as the General. Warboss Durgath may fight on foot or may be mounted on a boar. King Louen must be mounted on a warhorse.In addition, and to capture a measure of the size and splendour of the armies, a historical recreation should be played with armies of no less than 3,000 points.The bulk of Waaagh! Durgath famously broke formation early, displaying a proper Orcish desire to engage the enemy. However, this ill-disciplined charge into heavy bow fire caused the Orcs to lose much of their advantage and, eventually, the battle. To represent this, the Orc player will automatically take the first turn. In addition, any unit with the Impetuous special rule must declare a charge on a roll of 1-4 (rather than the usual 1-3)."
Break Point,718,https://tow.whfb.app/warhammer-battles/break-point,"Rulebook, p. 290","Some battles are bitter affairs, fought between armies that offer no quarter and will expect no mercy. Where a pitched battle might end after several hours with both armies falling back, a battle fought until break point will rage on until one side is literally broken and destroyed, its scattered remnants cut down by pursuing enemies. Of the losing side, there is seldom little trace left come the morrow.This scenario represents a battle fought to the grim death – a battle not unlike a pitched battle, but one that will rage until one side is forced to concede.Set-upPlace terrain as described.DeploymentOnce the battlefield has been set up, the winner of a roll-off chooses which player will deploy the first unit. The winner of this roll-off must also choose their deployment zone (A or B), as shown on the map opposite. Players deploy their armies using the  alternating units method.First TurnOnce deployment is complete, the winner of a roll-off takes the first turn. The player that finished deploying their army first adds +1 to their roll.Game LengthThere is no turn limit for this scenario. Instead, the battle will last until one side reaches its 'break point' or until one side concedes.Scenario Special RulesBreak Point: All armies have a breaking point. This is equal to a quarter (25%) of the total Unit Strength of the army at the start of the game. To calculate the break point of your army, simply add together the Unit Strength of every unit (including characters) in your muster list and divide the total by four, rounding fractions down.With each model removed from play as a casualty and with each unit destroyed, an army approaches its break point. If, during any Start of Turn sub-phase, the remaining Unit Strength of either army has fallen below its break point, that army is considered to have 'broken'. At this point, the game ends as models begin to flee, crumble into dust, dematerialise, and so forth.Note that units that have pursued a fleeing enemy off the battlefield and units held in reserve count as being on the battlefield for the purposes of determining whether or not an army has reached its break point.Victory!If the game ends with one army having broken, the unbroken army achieves a crushing victory. Should both armies fall below their break point at the same time, use Victory Points to determine which player is the winner.Historical RecreationThe Doom of Odo Todmeyer III took place deep within the Forest of Shadows. To represent this, you should endeavour to include as many woods as possible when setting up the battlefield. The battle was fought between the remnants of the Grand Army of Osterlund (an Empire army) and a much larger force of Beastmen. The Grand Army of Osterlund was led by Odo Todmeyer III, who should be represented by an Empire General mounted on a warhorse.The Beastmen far outnumbered the Grand Army of Osterlund. To reflect this, the Beastman player should have at least 25% more points to spend on their army than their opponent. However, much of this army emerged from the dark woods to entrap the Osterlunders. Therefore, at least half of all Beastman units with either the Ambushers or the Beastmen Ambush special rule should be held in reserve."
Flank Attack,719,https://tow.whfb.app/warhammer-battles/flank-attack,"Rulebook, p. 292","Sometimes a cunning general will divide their strength, sending a portion of their army to range wide in order to outflank the enemy. Such tactics are sound and, if all goes well, are likely to deliver a swift victory. But there are times when an equally cunning enemy has the same plan.This scenario represents a battle in which both armies have assigned a number of units the task of outflanking the enemy. As these flanking forces choose their angle of attack in secret, there is as equal a chance that they will deploy facing one another as there is that they will find the unprotected flank of the main enemy force.Set-upPlace terrain as described.DeploymentOnce the battlefield has been set up, the winner of a roll-off chooses which player will deploy the first unit. The winner of this roll-off must also choose their deployment zone (A or B), as shown on the map opposite. Prior to deployment, both players secretly divide their armies into two forces – the main force and the flanking force:A flanking force must contain at least one non-character unit and can be worth up to 33% of the total points value of the army (for example, in a 2,000 points game, your flanking force may be worth up to 666 points).A flanking force may include characters, but cannot include the General.Once flanking forces have been selected, each player secretly makes a note of which flank (left or right) theirs will be deployed upon. Then, starting with the player that won the roll-off, the players deploy their main forces within their central deployment zone, using the  alternating units method.Finally, after both players have finished deploying their main forces, the players reveal where their flanking forces are to be deployed. Starting with the player that won the roll-off, the players deploy their flanking forces within their chosen 18"" flank zone, using the alternating units method.First TurnOnce deployment is complete, the winner of a roll-off takes the first turn.Game LengthThe battle will last for six rounds, until one side concedes, or until the time limit agreed by the players is reached.Scenario Special RulesOther than the special deployment rules already given, this scenario has no special rules.Victory!Once the battle has ended, use Victory Points to determine which player is the winner.Historical RecreationThe battle of Pine Crags took place within a rocky ravine deep in Athel Loren. To represent this, you should endeavour to include as many woods and areas of rocky terrain (be they difficult, dangerous or impassable) as possible when setting up the battlefield. The battle was fought between a rag-tag army of Dwarf treasure hunters and a (possibly larger) force of Wood Elves. The Dwarf army should contain very few elite troops (such as Hammerers, Ironbreakers or Irondrakes) and no war machines or Runesmiths. Due to their important role, it must contain a unit of Dwarf Rangers in reserve.The Wood Elves caught the Dwarf army largely by surprise as it marched through Athel Loren, cutting down trees. To represent this, the Wood Elf player will automatically take the first turn."
Meeting Engagement,720,https://tow.whfb.app/warhammer-battles/meeting-engagement,"Rulebook, p. 294","It is not uncommon for two armies to cross paths unexpectedly and immediately deploy from Marching Columns into battle lines. More often than not, the fighting starts while rear elements of the armies are still marching towards the battlefield. In such a sudden clash, there is little time for careful consideration or planning.This scenario represents a battle fought between marching armies, in which the outcome can hinge upon the timely arrival of reserve forces and where the initial battle lines can be most uneven.Set-upPlace terrain as described.DeploymentOnce the battlefield has been set up, the winner of a roll-off chooses which player will deploy the first unit. The winner of this roll-off must also choose their deployment zone (A or B), as shown on the map opposite.Before deploying their army, each player rolls a D6 for each unit, including each character and war machine, in their army. On a roll of 1, the unit must be held back as reserves (see below). Once a roll has been made for each unit, those that are not held in reserve can be deployed. Players deploy their armies using the  alternating units method.First TurnOnce deployment is complete, the winner of a roll-off takes the first turn. The player that finished deploying their army first adds +1 to their roll.Game LengthThe battle will last for six rounds, until one side concedes, or until the time limit agreed by the players is reached.Scenario Special RulesReserves: Reserves are not deployed at the start of the battle. Instead they can enter play during the Compulsory Moves sub-phase of any turn – other than the first – of their controlling player's choosing. When they arrive, reserves may enter the battlefield from any point on the long battlefield edge within their deployment zone, and move on using the rules for reinforcements.Victory!Once the battle has ended, use Victory Points to determine which player is the winner.Historical RecreationThe Drakwald Forest incident was a battle fought between two armies of the Empire from rival provinces towards the end of a civil war that had raged for a thousand years. The army of Reikland should include a Witch Hunter, representing the firebrand Dietrich Haslav, whose actions arguably sparked the incident. In addition, the Reikland army should include at least one unit of Greatswords to accompany its General, a captain representing Magda Rassel, and might also include one unit of Flagellants to represent the Witch Hunter's followers. The army of Talabecland should be led by a captain, representing the famed Leonard van Obelmann.Both armies should include plenty of State Troops, the better to represent two forces on patrol. Both armies may include war machines. Ideally, neither should include any knights (of any type) or Wizards as there is no suggestion any were present.Finally, to better capture the nature of the battle, units arriving as reserves that are arrayed in Close Order or Open Order formations should be deployed in Marching Columns."
Mountain Pass,721,https://tow.whfb.app/warhammer-battles/mountain-pass,"Rulebook, p. 296","Many of the kingdoms of the Warhammer world are separated by towering mountain ranges that can only be crossed at the occasional mountain pass. These narrow defiles are of vital strategic importance, and present a defender with the perfect location to confront an invading army.This scenario represents a battle fought in such a pass. The battlefield is long but narrow, making simple manoeuvres difficult and outflanking almost impossible. Consequently, such battles become matters of attrition in which only the most courageous will prevail.Set-upPlace terrain as described.DeploymentOnce the battlefield has been set up, the winner of a roll-off chooses which player will deploy the first unit. The winner of this roll-off must also choose their deployment zone (A or B), as shown on the map opposite. Players deploy their armies using the  alternating units method.First TurnOnce deployment is complete, the winner of a roll-off takes the first turn. The player that finished deploying their army first adds +1 to their roll.Game LengthThe battle will last a random number of rounds or until one side concedes. Starting at the end of the fifth round, roll a D6 at the end of each round. Add the round number to the dice roll. If the total is 10 or more, the battle ends immediately. If the total is less than 10 then the battle continues for at least one more round.Scenario Special RulesBottleneck: The battle is fought in a narrow mountain pass enclosed by high cliffs. Because of this, the long battlefield edges count as impassable terrain. As such, no units (including fleeing units or any arriving from reserve) can leave or enter the battlefield via either long edge unless they have the Ethereal or Fly special rule.Victory!Once the battle has ended, use Victory Points to determine which player is the winner.Historical RecreationThe battle of Gisoreux Gap was a brutal affair fought between two elite and well-equipped armies (all that toll money had to go somewhere!). The Bretonnian army should contain a high number of units of Knights. Any units of Men-at-Arms might be given heavy armour to represent the wealth of their lord and their superior position as guards of an important trade route. The Empire army, being an army of Westerland, a province famed for its use of mercenaries, may include any number of units of Veteran State Troops, provided all have the Mercenaries special rule. To help reflect the bitter nature of the battle and the inability of troops to simply turn tail and flee, players may give up to half of their units the Stubborn special rule.Both armies should be led by a General mounted on a warhorse, representing Sir Desfleuve and Countess Bergbrech respectively. Historically, there is no evidence that the two fought single combat during the battle, but, as the battle was a matter of honour, players should spare no efforts to ensure a challenge is fought between their Generals."
Command & Control,722,https://tow.whfb.app/warhammer-battles/command-and-control,"Rulebook, p. 298","The Old World is dotted with many important landmarks, be they watchtowers, arcane monoliths, grand mausoleums and more besides. Many battles are fought around such landmarks, and very often control of the feature is a great boon to an army, either in terms of morale, position, or something more ethereal.This scenario represents a battle fought for control of a special feature – a significant terrain feature at the centre of the table. This may be any special feature.Set-upPlace terrain as described. In addition, place a single special feature in the centre of the battlefield (players should agree which special feature to use from the terrain available).DeploymentOnce the battlefield has been set up, the winner of a roll-off chooses which player will deploy the first unit. The winner of this roll-off must also choose their deployment zone (A or B), as shown on the map opposite. Players deploy their armies using the  alternating units method.First TurnOnce deployment is complete, the winner of a roll-off takes the first turn. The player that finished deploying their army first adds +1 to their roll.Game LengthBefore the game begins, players can choose to play a 'fixed' length game or a 'random' length game:Fixed Game Length: The battle will last for six rounds, until one side concedes, or until the time limit agreed by the players is reached.Random Game Length: The battle will last a random number of rounds or until one side concedes. Starting at the end of the fifth round, roll a D6 at the end of each round. Add the round number to the dice roll. If the total is 10 or more, the battle ends immediately. If the total is less than 10 then the battle continues for at least one more round.Scenario Special RulesThis scenario has no special rules.Victory!Once the battle has ended, use Victory Points to determine which player is the winner. The player that controls the special feature at the end of the battle wins a bonus of 200 Victory Points (in addition to any bonus controlling the special feature may normally give).Historical RecreationThe battle of the Lonely Reaver's Point watchtower was by no means a grand affair. It was fought between lowly peasants, eking a meagre existence as fishermen along the hostile coastline of Bretonnia, and a ragtag warband of Goblin raiders, likely forced down from the Pale Sisters by Orc aggression. The armies used to recreate the battle, then, should be equally humble.The Bretonnian army should contain no knights of any type – only peasant soldiers. The Goblin army should contain no Orcs of any type – only Goblins. Beyond this, there are no restrictions, and including war machines and Wizards will only add to the chaotic fun and confusion.This should be a fun battle to recreate and, more than any other discussed in this section, players are encouraged to abandon army composition rules, and even points values, when recreating the Lonely Tower. The less constrained by such rules the players are, the more fun the game will be."
Campaign Battles,723,https://tow.whfb.app/campaign-battles,"Rulebook, p. 300","Linking games through a story, map or some other method is considered the ideal way to enjoy Warhammer: the Old World by many players. In such campaigns, each individual game represents but one battle fought in an ongoing war and there are plenty of excuses to enjoy challenging and varied games.Many stories of the Warhammer world are told through campaign books, supplements and other publications which present exciting tales of epic deeds. Such publications present rules for recreating famous battles of history, translating them from the page to the tabletop.Often, campaigns are about conquering lands, with each player controlling multiple armies of the same faction, located in different regions. Each rival faction attempts to build its own dominion, increasing the size and strength of its armies and holdings. Such campaigns quickly turn bloody, as armies march forth to invade the lands of their neighbours.As victorious armies seize land, the defeated forces must retreat, regroup and rebuild their strength. This adds new strategic and tactical challenges as a player attempts to outmanoeuvre and outmatch their foes on the campaign map as well as the battlefield.Campaigns can be complex, involving many battles over many months and including rules for lines of supply, sieges, allies and spies, perhaps even random events such as plagues or rampaging monsters. Alternatively, a campaign can be quite a simple affair, with only a few parameters influencing the scenarios used in a small number of linked games."
Campaign Trees,724,https://tow.whfb.app/campaign-battles/campaign-trees,"Rulebook, p. 300","The most simple type of campaign that two players can enjoy is one that uses a campaign tree, such as the one shown in the example below. In such a campaign, the outcome of each battle determines the scenario that will be used for the next game. Should players wish, they may add a few caveats regarding how their armies might change for each battle with each win or loss."
League Campaigns,725,https://tow.whfb.app/campaign-battles/league-campaigns,"Rulebook, p. 301","For many players, finding the time to devote to a long and involved campaign can prove a challenge, with the requirements of real life all too often making it difficult to commit to for fear of letting down friends. For others, the mere thought of running a campaign can itself be daunting – creating a map, keeping track of the battles fought and so on can seem like a tremendous undertaking.In such cases, players may wish to partake in a simple league campaign. In such a campaign, each participant simply plays each other participant once (or twice, or thrice, if everyone is keen enough) and records the results. At the end of the campaign, the player with the most Campaign Points is declared the winner."
Scoring,726,https://tow.whfb.app/campaign-battles/scoring,"Rulebook, p. 301","In order to determine a winner, each participant in a league campaign wins a number of Campaign Points (CP) after each battle, based upon their performance:Crushing Victory3 CPVictory2 CPDraw1 CPLoss0 CPShould any players be tied at the end of the campaign, particularly if they are tied for the top spot, their overall Victory Points can be used as a tiebreaker – although by far the most satisfying way to settle a tie is with a final battle between two would-be conquerors."
